thread_id,topic,intent,inbound,brand_reply
t1062,flight delay,flight_delay,"@customer: @AmericanAir stuck at CLT, delay again, crew says 6hr wait, what now?",Sorry for the delay on AA2533. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1063,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2890.
t1064,booking change,booking_change,"@customer: change name spelling on reservation RQYT9D, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1065,baggage,baggage,@customer: bag missing since yesterday flight aa2092 at clt tag skmhje pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1066,flight delay,flight_delay,"@customer: @AmericanAir stuck at ORD, delay again, crew says 5hr wait, what now?",Sorry for the delay on AA488. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1067,baggage,baggage,@customer: bag missing since yesterday flight aa1466 at ord tag evzyel pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1068,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA1398? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1069,booking change,booking_change,"@customer: @AmericanAir need to change flight AA1378 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1070,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate PHX, rebook options?",Sorry your flight AA458 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1071,complaint service,complaint_service,"@customer: never flying again, worst service AA934, filing DOT complaint",I am sorry you experienced this on AA934. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1072,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1412 at JFK, tag 49A4GC",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1073,refund compensation,refund_compensation,@customer: trip credit not received for aa693 booking l39tl8 pls help asap,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1074,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA729.
t1075,complaint service,complaint_service,@customer: discriminated at gate lax want supervisor + case pls help asap,I am sorry you experienced this on AA1349. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1076,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1451 was rude to my mother, unacceptable",I am sorry you experienced this on AA1451. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1077,flight delay,flight_delay,"@customer: @AmericanAir flight AA709 delayed 2hrs, will I miss my connection in DFW?",Sorry for the delay on AA709. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1078,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2925 at DCA, tag TRLDJ8",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1079,flight delay,flight_delay,"@customer: @AmericanAir stuck at MIA, delay again, crew says 2hr wait, what now?",Sorry for the delay on AA2129. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1080,flight delay,flight_delay,"@customer: @AmericanAir stuck at MIA, delay again, crew says 4hr wait, what now?",Sorry for the delay on AA2677. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1081,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate PHX, rebook options?",Sorry your flight AA914 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1082,flight delay,flight_delay,"@customer: @AmericanAir stuck at DCA, delay again, crew says 2hr wait, what now?",Sorry for the delay on AA785. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1083,cancellation,cancellation,"@customer: flight AA2920 cancelled, stranded in MIA tonight, help",Sorry your flight AA2920 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1084,flight delay,flight_delay,@customer: stuck at dca delay again crew says 3hr wait what now? pls help asap,Sorry for the delay on AA2800. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1085,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA2030 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1086,cancellation,cancellation,"@customer: flight AA383 cancelled, stranded in MIA tonight, help",Sorry your flight AA383 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1087,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate MIA, want supervisor + case",I am sorry you experienced this on AA2593. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1088,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA1057, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1089,loyalty account,loyalty_account,@customer: miles missing for flight aa1424 aadvantage emm6jk pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1090,flight delay,flight_delay,"@customer: AA AA1841 delayed, need hotel tonight in ORD, who pays?",Sorry for the delay on AA1841. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
